incident_number,converted response,avg response
18006244,7.216666667,
18006245,1.1,
18006245,8.816666667,
18006245,,
18006246,7.45,
18006246,4.133333333,
18006248,3.883333333,
18006248,3.9,
18006249,0,
18006250,5.283333333,
18006250,4.333333333,
18006251,6,
18006251,5.516666667,
18006251,2.766666667,
18006251,6.216666667,
18006251,3.483333333,
18006251,0,
18006251,2.35,
18006251,,
18006251,3.683333333,
18006251,4,
18006251,,
18006252,7.266666667,
18006252,4.283333333,
18006253,3.85,
18006253,5.65,
18006253,2.916666667,
18006254,5.166666667,
18006255,12.33333333,
18006256,4.283333333,
18006256,6.933333333,
18006258,,
18006258,,
18006258,1.783333333,
18006259,17.58333333,
18006260,22.85,
18006261,2.8,
18006261,,
18006262,,
18006262,,
18006262,4.433333333,
18006262,,
18006263,5.266666667,
18006263,6.55,
18006264,10.76666667,
18006264,4.4,
18006265,8.666666667,
18006266,3.95,
18006266,3.883333333,
18006267,10.71666667,
18006268,7.216666667,
18006268,4.4,
18006269,4.133333333,
18006269,4.65,
18006270,8.433333333,
18006270,4.5,
18006271,3.766666667,
18006271,,
18006272,3.9,
18006272,12.2,
18006274,2.633333333,
18006274,2.116666667,
18006275,3.316666667,
18006275,4.5,
18006276,5.15,
18006276,5.3,
18006277,4.433333333,
18006277,4.5,
18006277,,
18006277,3.55,
18006277,,
18006278,6.366666667,
18006278,2.266666667,
18006278,,
18006279,0.35,
18006280,4.416666667,
18006280,3.083333333,
18006282,4.816666667,
18006282,6.45,
18006282,3.683333333,
18006283,4.166666667,
18006283,4.283333333,
18006284,3.883333333,
18006284,3.883333333,
18006285,2.6,
18006285,4.05,
18006286,2.533333333,
18006286,,
18006287,2.6,
18006287,2.916666667,
18006287,,
18006288,,
18006288,4.466666667,
18006289,4.866666667,
18006289,6.05,
18006290,7.9,
18006291,13.51666667,
18006291,3.1,
18006291,,
18006292,9.416666667,
18006293,11.35,
18006294,9.566666667,
18006295,4.416666667,
18006295,,
18006296,4.816666667,
18006296,2.45,
18006297,10.61666667,
18006297,10.76666667,
18006299,3.766666667,
18006300,4,
18006300,4.566666667,
18006300,5.383333333,
18006301,23.86666667,
18006302,5.233333333,
18006304,8.55,
18006304,8.433333333,
18006305,6.4,
18006306,10.43333333,
18006307,6.233333333,
18006307,2.8,
18006308,10.4,
18006309,21.98333333,
18006310,3.75,
18006310,14.41666667,
18006311,11.51666667,
18006312,3.416666667,
18006312,9.9,
18006313,11.28333333,
18006313,3.783333333,
18006314,1.966666667,
18006314,5.233333333,
18006314,3.85,
18006314,3.566666667,
18006315,10.71666667,
18006316,5.733333333,
18006316,4.5,
18006318,4.7,
18006318,4.8,
18006319,5.683333333,
18006319,12.78333333,
18006320,3.666666667,
18006320,3.65,
18006320,3.733333333,
18006321,5.15,
18006321,5.05,
18006321,,
18006322,8.766666667,
18006322,4.566666667,
18006323,3.433333333,
18006323,4.383333333,
18006324,4.316666667,
18006324,5.7,
18006325,24.56666667,
18006326,,
18006326,4.833333333,
18006328,,
18006328,5.316666667,
18006328,5.15,
18006329,9.583333333,
18006329,5.783333333,
18006330,1.05,
18006331,7.4,
18006331,6.416666667,
18006331,7.016666667,
18006332,5.1,
18006332,6.1,
18006332,3,
18006332,5.75,
18006332,4.583333333,
18006332,2.966666667,
18006332,2.9,
18006332,3.366666667,
18006332,,
18006332,2.983333333,
18006333,4.833333333,
18006333,7.066666667,
18006333,6.15,
18006334,18.01666667,
18006334,,
18006337,12.48333333,
18006339,9.716666667,
18006340,13.7,
18006341,13.46666667,
18006342,4.2,
18006342,,
18006344,4,
18006345,4.316666667,
18006345,3.5,
18006345,,
18006346,27.88333333,
18006346,2.9,
18006347,5.433333333,
18006347,10.85,
18006348,3.15,
18006348,4.55,
18006349,10.95,
18006349,3.816666667,
18006350,14.81666667,
18006351,6.316666667,
18006351,3.983333333,
18006353,6.116666667,
18006353,7.233333333,
18006353,4.233333333,
18006353,,
18006354,9.766666667,
18006354,6.033333333,
18006355,8.85,
18006356,5.333333333,
18006356,3.366666667,
18006357,9.583333333,
18006358,,
18006358,4.983333333,
18006358,4.516666667,
18006359,,
18006359,4.283333333,
18006359,,
18006361,13.4,
18006362,17.8,
18006362,3.083333333,
18006363,18.41666667,
18006364,13.75,
18006365,2.683333333,
18006366,10.05,
18006366,,
18006366,11.78333333,
18006366,30.31666667,
18006366,3.8,
18006367,,
18006367,2.966666667,
18006368,15.61666667,
18006371,11.45,
18006372,5.116666667,
18006372,6.45,
18006373,4.183333333,
18006373,6.266666667,
18006374,,
18006374,4.45,
18006375,7.95,
18006375,4.85,
18006376,,
18006376,4.266666667,
18006377,2.266666667,
18006378,3.283333333,
18006378,,
18006379,5.666666667,
18006379,5.65,
18006380,0,
18006380,7.616666667,
18006381,7.95,
18006382,8.566666667,
18006383,15.01666667,
18006384,8.366666667,
18006384,2.716666667,
18006385,4.933333333,
18006385,,
18006385,5.833333333,
18006386,8.8,
18006387,7.15,
18006387,,
18006388,10.03333333,
18006389,13.33333333,
18006389,5.766666667,
18006390,14.75,
18006391,13.98333333,
18006393,18.2,
18006394,16.11666667,
18006395,,
18006395,12.85,
18006396,7.083333333,
18006396,8.6,
18006397,2.983333333,
18006397,6.483333333,
18006397,3.15,
18006398,5.366666667,
18006398,5.266666667,
18006399,5.216666667,
18006399,6.1,
18006400,10.38333333,
18006401,,
18006401,0.8,
18006402,5.516666667,
18006402,15.75,
18006403,0.766666667,
18006403,1.983333333,
18006403,,
18006404,5.75,
18006404,10.93333333,
18006405,9.5,
18006406,5.6,
18006406,10.1,
18006407,8.633333333,
18006407,0,
18006408,,
18006408,3.733333333,
18006408,,
18006408,5.85,
18006408,,
18006408,3.483333333,
18006408,3.95,
18006408,2.266666667,
18006408,,
18006408,,
18006408,2.933333333,
18006408,2.583333333,
18006410,11,
18006410,3.15,
18006411,13.31666667,
18006412,9.6,
18006413,8.033333333,
18006414,19.51666667,
18006415,11.26666667,
18006415,3.516666667,
18006416,15.51666667,
18006417,13.96666667,
18006417,4.416666667,
18006418,1.65,
18006418,0,
18006418,,
18006421,8.233333333,
18006421,4.766666667,
18006422,6.133333333,
18006422,3.7,
18006422,4.366666667,
18006422,0,
18006423,9.533333333,
18006423,15.78333333,
18006424,6.4,
18006424,,
18006424,,
18006425,1.816666667,
18006425,12.91666667,
18006425,,
18006425,,
18006426,,
18006426,4.483333333,
18006427,4.1,
18006427,,
18006428,4.633333333,
18006428,,
18006429,2.3,
18006429,5.6,
18006429,,
18006430,3.2,
18006431,,
18006431,,
18006432,4.65,
18006432,6.183333333,
18006432,,
18006433,5.183333333,
18006433,4.133333333,
18006434,3.566666667,
18006434,3.45,
18006436,3.15,
18006436,,
18006436,,
18006436,,
18006436,2.05,
18006436,2.683333333,
18006436,,
18006436,,
18006436,,
18006436,,
18006437,9.383333333,
18006438,5.8,
18006438,1.233333333,
18006439,7.75,
18006440,,
18006440,4.566666667,
18006443,4.516666667,
18006443,3.216666667,
18006444,3.583333333,
18006444,7.2,
18006446,6.3,
18006446,2.266666667,
18006447,4.25,
18006447,11.16666667,
18006448,5.816666667,
18006448,5.366666667,
18006449,1.75,
18006449,12.7,
18006450,6.25,
18006450,3.783333333,
18006450,5.116666667,
18006452,11.55,
18006452,3.183333333,
18006453,,
18006453,5.25,
18006454,8.216666667,
18006455,2.633333333,
18006455,5.25,
18006456,5.916666667,
18006457,4.4,
18006457,3.4,
18006458,6.783333333,
18006458,13.23333333,
18006459,3.6,
18006460,,
18006460,,
18006460,,
18006460,3.916666667,
18006460,,
18006460,1.75,
18006460,,
18006460,,
18006460,4.533333333,
18006460,,
18006462,5.5,
18006462,11.66666667,
18006463,,
18006463,3.216666667,
18006464,1.533333333,
18006466,5.566666667,
18006466,13.13333333,
18006467,8.283333333,
18006467,3.9,
18006469,6.216666667,
18006469,,
18006470,10.63333333,
18006472,9.8,
18006473,12.48333333,
18006473,4.55,
18006473,5.816666667,
18006474,5.433333333,
18006474,3.633333333,
18006475,8.966666667,
18006475,2.666666667,
18006476,3.766666667,
18006476,4.883333333,
18006477,3.033333333,
18006477,3.833333333,
18006477,5.766666667,
18006478,,
18006478,16.63333333,
18006479,8.483333333,
18006480,8.15,
18006480,2.4,
18006481,,
18006482,14.3,
18006483,2.683333333,
18006483,3.4,
18006484,4.3,
18006484,2.55,
18006485,8.3,
18006486,2.55,
18006486,4.466666667,
18006487,5.35,
18006488,4.733333333,
18006488,3.15,
18006489,5.7,
18006489,6.933333333,
18006490,6.333333333,
18006490,6.116666667,
18006490,3.583333333,
18006491,10.35,
18006491,5.5,
18006492,4.383333333,
18006492,4.8,
18006493,,
18006493,4.233333333,
18006493,3.916666667,
18006493,4.233333333,
18006493,4.383333333,
18006494,4.733333333,
18006494,2.25,
18006494,,
18006494,,
18006494,,
18006495,,
18006495,,
18006496,10.4,
18006497,13.88333333,
18006497,0,
18006498,32.18333333,
18006499,16.1,
18006500,2.95,
18006500,,
18006500,,
18006500,,
18006501,3,
18006501,34.23333333,
18006501,2.15,
18006502,2.4,
18006502,2.533333333,
18006502,3.566666667,
18006503,4.183333333,
18006503,4.166666667,
18006503,7.1,
18006504,4.183333333,
18006504,5.366666667,
18006504,4.233333333,
18006505,4.466666667,
18006505,5.75,
18006506,4.55,
18006506,4.25,
18006507,2.516666667,
18006507,3.5,
18006508,3.533333333,
18006508,3.483333333,
18006509,5.55,
18006509,10.53333333,
18006510,4.433333333,
18006510,5.716666667,
18006511,4.116666667,
18006511,10.1,
18006511,10.1,
18006512,12.88333333,
18006512,5.3,
18006513,5.7,
18006513,2.583333333,
18006514,5.5,
18006514,,
18006514,3.533333333,
18006515,6.633333333,
18006516,3.916666667,
18006517,4.95,
18006517,4.283333333,
18006518,,
18006519,,
18006519,,
18006519,4.283333333,
18006521,6.1,
18006521,1.9,
18006522,,
18006522,3.066666667,
18006523,3.766666667,
18006523,30.61666667,
18006524,15.28333333,
18006525,5.3,
18006525,,
18006525,3.183333333,
18006526,,
18006526,6.55,
18006526,34.33333333,
18006526,3.066666667,
18006526,3.283333333,
18006526,4.016666667,
18006526,2.883333333,
18006526,2.8,
18006526,35.5,
18006526,12.21666667,
18006526,,
18006526,6.316666667,
18006527,2.15,
18006527,5.75,
18006527,2.05,
18006528,,
18006528,4.75,
18006529,13.65,
18006529,27.66666667,
18006530,,
18006530,30.78333333,
18006531,2.433333333,
18006532,3.7,
18006532,4.2,
18006533,3.283333333,
18006533,4.35,
18006534,16.88333333,
18006535,4.066666667,
18006535,3.933333333,
18006535,3.833333333,
18006537,0,
18006537,15.25,
18006538,14.25,
18006538,2.9,
18006540,4.683333333,
18006540,5.6,
18006541,6.966666667,
18006541,7.033333333,
18006541,4.65,
18006542,,
18006542,2.916666667,
18006543,2.483333333,
18006543,3.483333333,
18006544,11.98333333,
18006545,4.8,
18006545,3,
18006546,4.7,
18006546,3.6,
18006546,5.816666667,
18006547,3.366666667,
18006547,3.333333333,
18006548,6.55,
18006548,8.633333333,
18006549,,
18006549,0.883333333,
18006549,11.65,
18006550,6.383333333,
18006550,2.05,
18006551,6.883333333,
18006551,4.8,
18006552,9.866666667,
18006552,4.4,
18006552,3.833333333,
18006555,,
18006555,6.166666667,
18006556,19.43333333,
18006558,2.366666667,
18006558,5.166666667,
18006558,8.083333333,
18006559,0,
18006559,,
18006559,2.2,
18006559,4.216666667,
18006560,3.5,
18006560,4.583333333,
18006560,,
18006560,3.3,
18006560,14.43333333,
18006560,9.05,
18006560,3.5,
18006560,8.95,
18006560,11.2,
18006560,6.216666667,
18006561,6.016666667,
18006561,2.133333333,
18006562,1.816666667,
18006563,18.55,
18006564,9.233333333,
18006564,2.483333333,
18006565,,
18006565,,
18006565,2.316666667,
18006565,,
18006565,4.616666667,
18006566,5.416666667,
18006566,2.266666667,
18006567,3.633333333,
18006567,3.233333333,
18006568,12.78333333,
18006568,16.1,
18006569,3.483333333,
18006569,2.666666667,
18006570,4.8,
18006570,4.266666667,
18006570,5.9,
18006571,5.983333333,
18006571,1.5,
18006572,8.25,
18006572,4,
18006573,5.466666667,
18006573,9.783333333,
18006573,,
18006573,,
18006573,0.933333333,
18006573,,
18006573,4.5,
18006574,8.766666667,
18006575,5.266666667,
18006575,3.983333333,
18006575,3.933333333,
18006576,2.35,
18006576,4.55,
18006578,11.13333333,
18006579,4.816666667,
18006579,2.266666667,
18006580,,
18006580,7.566666667,
18006580,1.983333333,
18006580,,
18006580,0,
18006581,7.133333333,
18006583,12.43333333,
18006585,2.733333333,
18006585,19.95,
18006586,8.033333333,
18006587,2.366666667,
18006587,2.5,
18006588,2.566666667,
18006588,5.266666667,
18006589,14.16666667,
18006589,9.9,
18006591,13.08333333,
18006591,7.65,
18006591,3.433333333,
18006592,6.316666667,
18006592,4.366666667,
18006593,2.033333333,
18006593,2.7,
18006593,2.25,
18006594,6.05,
18006594,3.866666667,
18006595,2.566666667,
18006597,4.266666667,
18006597,2.75,
18006599,4.083333333,
18006599,2.383333333,
18006600,15.03333333,
18006602,10.88333333,
18006603,3.516666667,
18006603,,
18006603,,
18006604,3.5,
18006604,3.783333333,
18006604,3.25,
18006605,6.133333333,
18006605,10.28333333,
18006606,4.783333333,
18006606,3.033333333,
18006607,3.666666667,
18006607,5.683333333,
18006608,7.366666667,
18006609,3.8,
18006609,5.35,
18006610,17.91666667,
18006611,,
18006611,,
18006613,10.95,
18006613,4.083333333,
18006614,10.95,
18006614,4.183333333,
18006616,4.95,
18006616,4.266666667,
18006617,4.383333333,
18006617,,
18006617,4.4,
18006618,2.966666667,
18006618,,
18006619,0.966666667,
18006619,,
18006619,1.75,
18006620,3.283333333,
18006620,5.65,
18006621,0,
18006622,4.4,
18006622,5.95,
18006623,,
18006623,10.36666667,
18006624,2.383333333,
18006624,4.9,
18006624,,
18006625,1.35,
18006625,,
18006626,2.166666667,
18006626,1.766666667,
18006627,2.733333333,
18006627,2.716666667,
18006627,3.166666667,
18006629,17.26666667,
18006630,1.25,
18006630,,
18006632,7.35,
18006633,3.2,
18006633,4.483333333,
18006634,5.166666667,
18006634,6.8,
18006634,4.1,
18006634,3.983333333,
18006635,7.05,
18006635,,
18006635,,
18006636,,
18006636,,
18006637,11.75,
18006638,19.43333333,
18006639,,
18006639,1.3,
18006640,4.966666667,
18006640,2.916666667,
18006641,,
18006641,1.416666667,
18006641,1.066666667,
18006642,4.633333333,
18006642,4.716666667,
18006643,,
18006643,6.316666667,
18006644,8.4,
18006644,4.716666667,
18006645,2.85,
18006645,,
18006645,3.333333333,
18006646,6.15,
18006646,,
18006647,2.616666667,
18006647,5.266666667,
18006648,6.033333333,
18006648,,
18006649,2.4,
18006649,3.15,
18006650,19.16666667,
18006651,5.333333333,
18006651,4.416666667,
18006652,22.58333333,
18006653,4.833333333,
18006653,5.933333333,
18006654,3.966666667,
18006654,6.216666667,
18006655,3.1,
18006655,11.3,
18006656,14.46666667,
18006657,7.633333333,
18006658,14.68333333,
18006659,2.8,
18006659,5.75,
18006660,14.53333333,
18006660,,
18006661,4.033333333,
18006661,11.4,
18006661,,
18006662,6.683333333,
18006662,7.55,
18006663,,
18006663,8.266666667,
18006664,4.583333333,
18006664,,
18006665,5.566666667,
18006665,12.7,
18006666,,
18006666,3.083333333,
18006666,,
18006666,4.9,
18006666,,
18006666,3.066666667,
18006667,4.166666667,
18006667,1.25,
18006668,2.7,
18006668,6.383333333,
18006669,5.366666667,
18006669,7.316666667,
18006669,7.833333333,
18006669,3.633333333,
18006670,2.766666667,
18006670,3.766666667,
18006671,,
18006671,9.8,
18006671,4.633333333,
18006673,4.333333333,
18006673,2.533333333,
18006674,2.716666667,
18006674,2.966666667,
18006675,3.033333333,
18006675,,
18006676,25.63333333,
18006677,,
18006677,2.05,
18006678,9.583333333,
18006679,4.35,
18006679,5.15,
18006680,1.666666667,
18006680,6.366666667,
18006681,5.45,
18006682,2.866666667,
18006682,4.033333333,
18006682,9.883333333,
18006684,2.733333333,
18006684,8.283333333,
18006684,4.233333333,
18006685,2.483333333,
18006685,,
18006686,,
18006686,11.56666667,
18006687,11.63333333,
18006687,3.616666667,
18006688,6.35,
18006688,4.033333333,
18006690,3.216666667,
18006691,,
18006691,,
18006691,,
18006691,,
18006692,,
18006693,,
18006694,3.433333333,
18006694,3.166666667,
18006695,4.983333333,
18006695,5.05,
18006696,,
18006696,3.866666667,
18006697,4.566666667,
18006697,2.633333333,
18006697,,
18006698,4.066666667,
18006698,2.666666667,
18006699,2.383333333,
18006699,3,
18006699,2.683333333,
18006700,4.366666667,
18006700,4.133333333,
18006700,6.383333333,
18006701,5.266666667,
18006701,7.716666667,
18006701,4.383333333,
18006702,5.116666667,
18006702,3.083333333,
18006703,8.183333333,
18006703,5.316666667,
18006703,,
18006704,5.233333333,
18006705,6.166666667,
18006705,3.816666667,
18006706,11.78333333,
18006707,14.6,
18006708,14.66666667,
18006709,9.466666667,
18006710,11.43333333,
18006710,5.116666667,
18006711,8.166666667,
18006713,13.1,
18006713,9.15,
18006713,7.433333333,
18006714,11.51666667,
18006715,3.216666667,
18006715,4.283333333,
18006716,18.33333333,
18006717,0.75,
18006718,10.31666667,
18006719,7.983333333,
18006720,13.93333333,
18006720,5.85,
18006721,,
18006721,,
18006721,5.866666667,
18006722,4.216666667,
18006722,14.96666667,
18006723,5.666666667,
18006724,12.81666667,
18006725,,
18006725,3.683333333,
18006725,,
18006725,2,
18006726,7.683333333,
18006726,,
18006727,2.266666667,
18006727,,
18006728,,
18006728,,
18006728,,
18006729,,
18006729,,
18006729,4.116666667,
18006729,,
18006729,5.65,
18006729,4.133333333,
18006729,,
18006729,,
18006729,5.283333333,
18006729,4.933333333,
18006730,5.966666667,
18006730,7.2,
18006731,4.066666667,
18006731,3.15,
18006731,,
18006732,5.233333333,
18006733,5.533333333,
18006733,11.41666667,
18006735,2.25,
18006736,4.566666667,
18006736,4.283333333,
18006736,4.3,
18006738,8.916666667,
18006739,4.216666667,
18006739,5.133333333,
18006740,12.7,
18006741,4.083333333,
18006741,3.45,
18006743,15.06666667,
18006744,6.05,
18006744,4.516666667,
18006744,,
18006745,6.65,
18006745,4.25,
18006746,14.95,
18006747,5.166666667,
18006749,5.233333333,
18006749,5.283333333,
18006749,6.016666667,
18006750,7.833333333,
18006750,8.566666667,
18006751,3.366666667,
18006751,6.533333333,
18006752,8.333333333,
18006752,,
18006753,8.566666667,
18006754,6.733333333,
18006755,7.566666667,
18006755,12.1,
18006756,6.85,
18006756,3.65,
18006757,7.866666667,
18006758,36.5,
18006759,7.5,
18006760,7.083333333,
18006761,,
18006762,7.766666667,
18006762,,
18006763,,
18006763,,
18006764,7.466666667,
18006764,10.7,
18006765,,
18006765,12.61666667,
18006766,1.8,
18006766,3.85,
18006766,,
18006766,,
18006766,3.9,
18006766,3.65,
18006766,,
18006766,4.266666667,
18006766,,
18006766,4.2,
18006766,3.433333333,
18006766,5.616666667,
18006768,4.433333333,
18006768,4.383333333,
18006769,4.166666667,
18006769,4.666666667,
18006769,5.233333333,
18006770,1,
18006770,3.083333333,
18006771,13.28333333,
18006771,5,
18006772,5.983333333,
18006772,9.666666667,
18006773,10.83333333,
18006773,5.8,
18006773,7.133333333,
18006775,1.566666667,
18006775,,
18006775,9.783333333,
18006776,8.666666667,
18006776,2.933333333,
18006778,9.866666667,
18006779,12.58333333,
18006780,9.483333333,
18006781,14.83333333,
18006782,,
18006782,7.15,
18006782,30.3,
18006782,10.76666667,
18006782,40.5,
18006782,5.383333333,
18006782,13.68333333,
18006783,6.9,
18006785,4.866666667,
18006785,,
18006785,3.05,
18006785,,
18006786,4,
18006786,4,
18006786,4.466666667,
18006787,4.133333333,
18006787,12.6,
18006788,5.316666667,
18006788,3.15,
18006789,,
18006789,2.316666667,
18006790,3.75,
18006790,1.9,
18006791,5.166666667,
18006791,4.5,
18006792,25.76666667,
18006793,4.216666667,
18006793,9.316666667,
18006793,4.15,
18006794,3.083333333,
18006794,5.616666667,
18006795,21.21666667,
18006795,6.466666667,
18006796,39.75,
18006797,4.133333333,
18006797,3.866666667,
18006798,29.96666667,
18006798,12.3,
18006799,7.783333333,
18006799,3.483333333,
18006800,17.46666667,
18006801,5.066666667,
18006801,2.9,
18006803,3.983333333,
18006803,4.2,
18006803,3.916666667,
18006804,4.416666667,
18006804,4.05,
18006804,4.6,
18006805,4.65,
18006805,9.4,
18006807,4.266666667,
18006807,4.416666667,
18006807,3.366666667,
18006808,8.15,
18006808,5.166666667,
18006809,3.283333333,
18006809,9.733333333,
18006810,4.033333333,
18006810,6.466666667,
18006810,4.85,
18006812,,
18006812,2.9,
18006812,8.983333333,
18006813,,
18006814,22.91666667,
18006816,6.366666667,
18006816,3.65,
18006817,3.883333333,
18006817,,
18006818,8.133333333,
18006818,5.416666667,
18006819,7.1,
18006820,6.1,
18006820,10.35,
18006821,,
18006821,9.466666667,
18006821,,
18006822,12.73333333,
18006823,,
18006823,3.283333333,
18006824,5.983333333,
18006824,13.63333333,
18006825,5.6,
18006825,4.783333333,
18006825,6.416666667,
18006826,,
18006826,,
18006826,4.033333333,
18006827,8.466666667,
18006828,13.61666667,
18006829,3.866666667,
18006829,,
18006831,0.05,
18006831,0.816666667,
18006831,,
18006831,,
18006832,,
18006832,0.733333333,
18006833,10.06666667,
18006833,3.833333333,
18006833,,
18006834,2.483333333,
18006834,3.216666667,
18006834,,
18006835,5.466666667,
18006835,,
18006835,4.75,
18006836,3.95,
18006836,,
18006837,4.6,
18006837,4.5,
18006838,2.1,
18006838,3.2,
18006840,4.25,
18006840,5.483333333,
18006841,12.46666667,
18006842,2.916666667,
18006842,1.783333333,
18006843,5.6,
18006843,3.066666667,
18006844,6.083333333,
18006845,2.233333333,
18006845,4.333333333,
18006846,2.9,
18006846,,
18006846,8.3,
18006847,,
18006847,1.466666667,
18006847,4.05,
18006849,4.816666667,
18006849,13.8,
18006849,4.35,
18006850,4.466666667,
18006850,5.8,
18006852,7.683333333,
18006852,4.283333333,
18006853,9.85,
18006854,4.766666667,
18006854,5.45,
18006854,4.733333333,
18006855,3.916666667,
18006855,5,
18006855,3.2,
18006856,13.6,
18006856,7.783333333,
18006857,17.1,
18006858,12.76666667,
18006859,23.65,
18006860,4.05,
18006860,9.133333333,
18006864,25.9,
18006864,4.2,
18006865,19.15,
18006866,20.21666667,
18006867,3.583333333,
18006867,5.283333333,
18006867,4.716666667,
18006868,6.466666667,
18006868,6.35,
18006869,4.95,
18006869,9.633333333,
18006871,,
18006871,3.1,
18006871,4.416666667,
18006872,15.23333333,
18006873,6.45,
18006873,,
18006874,8.4,
18006874,,
18006875,,
18006875,1.716666667,
18006876,24.86666667,
18006878,2.566666667,
18006878,,
18006878,4.233333333,
18006879,4.783333333,
18006879,5.583333333,
18006880,2.916666667,
18006880,3.1,
18006882,13.08333333,
18006883,15.31666667,
18006885,9.233333333,
18006886,4.366666667,
18006886,2.65,
18006887,5.816666667,
18006887,5.183333333,
18006887,2.883333333,
18006887,2.75,
18006887,7.483333333,
18006887,12.55,
18006887,4.266666667,
18006887,9.933333333,
18006887,3.25,
18006887,3.566666667,
18006887,4.55,
18006887,12.66666667,
18006887,26.38333333,
18006888,10.35,
18006888,5.583333333,
18006889,6.35,
18006890,0,
18006890,5.583333333,
18006891,,
18006891,5.516666667,
18006891,4.45,
18006891,4.6,
18006891,5.666666667,
18006891,7.166666667,
18006891,4.033333333,
18006891,3.466666667,
18006891,3.283333333,
18006891,5.733333333,
18006891,,
18006892,4.1,
18006892,6.416666667,
18006893,5.45,
18006893,3.983333333,
18006893,11.35,
18006894,11.11666667,
18006894,5.666666667,
18006894,,
18006895,3.9,
18006895,5.9,
18006896,,
18006896,,
18006897,3.366666667,
18006897,3.833333333,
18006898,8.55,
18006900,11.93333333,
18006901,3.05,
18006901,8.7,
18006902,4.266666667,
18006902,3.15,
18006902,,
18006903,7.05,
18006903,5.05,
18006904,9.583333333,
18006905,3.666666667,
18006905,,
18006906,5.283333333,
18006907,6.333333333,
18006907,10.96666667,
18006908,4.35,
18006908,8.233333333,
18006909,8.166666667,
18006910,2.933333333,
18006910,3.85,
18006911,9.65,
18006912,4.666666667,
18006912,,
18006912,,
18006913,5.45,
18006913,6.183333333,
18006914,5.883333333,
18006914,3.683333333,
18006914,2.833333333,
18006915,2.5,
18006915,,
18006915,1.966666667,
18006916,13.45,
18006917,2.816666667,
18006917,7.333333333,
18006918,3.666666667,
18006918,,
18006919,12.03333333,
18006920,5.45,
18006920,,
18006921,7.35,
18006922,,
18006923,2.466666667,
18006923,,
18006923,,
18006924,7.15,
18006925,3.65,
18006925,4.3,
18006928,2.516666667,
18006928,3.9,
18006928,6.833333333,
18006929,13.2,
18006929,3.6,
18006930,,
18006931,5.716666667,
18006931,6.85,
18006932,7.633333333,
18006933,2.833333333,
18006933,2.816666667,
18006934,6.7,
18006935,11.06666667,
18006936,2.883333333,
18006936,4.95,
18006937,3.8,
18006937,4.083333333,
18006938,3.55,
18006938,9.4,
18006938,,
18006938,2.2,
18006939,,
18006939,2.55,
18006939,,
18006941,11.88333333,
18006941,,
18006941,5.2,
18006942,2.35,
18006942,1.65,
18006943,2.166666667,
18006943,2.8,
18006944,8.283333333,
18006945,6.883333333,
18006946,0.666666667,
18006947,3.983333333,
18006947,8.533333333,
18006947,6.05,
18006948,19.45,
18006950,4.716666667,
18006950,8.766666667,
18006951,1.333333333,
18006951,6.316666667,
18006952,22.13333333,
18006953,23.86666667,
18006954,3.183333333,
18006954,4.566666667,
18006955,8,
18006955,2.966666667,
18006956,10.66666667,
18006957,8.466666667,
18006957,5.366666667,
18006957,,
18006960,,
18006960,5.816666667,
18006961,7.9,
18006962,8.8,
18006963,9.05,
18006963,12.45,
18006964,3.1,
18006964,4.083333333,
18006964,,
18006967,17.68333333,
18006968,7.933333333,
18006968,3.4,
18006969,8.016666667,
18006969,6.566666667,
18006970,4.733333333,
18006970,4.516666667,
18006970,11.23333333,
18006970,9.183333333,
18006970,0.116666667,
18006970,1.3,
18006970,3.166666667,
18006970,1.033333333,
18006970,9.183333333,
18006970,11.16666667,
18006970,6.933333333,
18006970,0,
18006970,,
18006970,4.35,
18006970,9.183333333,
18006970,6.416666667,
18006970,5.733333333,
18006970,5.75,
18006970,8.533333333,
18006970,1.816666667,
18006970,9.183333333,
18006970,4.216666667,
18006970,1.983333333,
18006971,17.33333333,
18006972,3.533333333,
18006972,5.066666667,
18006973,4.7,
18006973,,
18006973,6.666666667,
18006974,10.66666667,
18006975,4.783333333,
18006975,11.08333333,
18006975,4.483333333,
18006975,5.066666667,
18006976,,
18006977,9.866666667,
18006978,6.683333333,
18006978,8.633333333,
18006979,5,
18006979,12.9,
18006981,,
18006981,4.266666667,
18006981,4.583333333,
18006981,,
18006982,2.8,
18006982,4.066666667,
18006983,6.333333333,
18006984,0.183333333,
18006984,8.683333333,
18006985,36.53333333,
18006985,4.75,
18006987,4.616666667,
18006987,18.4,
18006988,9.65,
18006989,7.05,
18006989,6.7,
18006989,6.066666667,
18006990,3.933333333,
18006990,2.833333333,
18006990,3.25,
18006991,15.9,
18006993,,
18006993,2.85,
18006993,4.216666667,
18006994,5.266666667,
18006994,,
18006995,12.98333333,
18006996,4.983333333,
18006996,4.533333333,
18006997,,
18006997,4.183333333,
18006997,,
18006998,20.08333333,
18006998,,
18006999,3.916666667,
18006999,2.166666667,
18006999,8.25,
18007000,,
18007000,3.066666667,
18007000,3.4,
18007001,6.866666667,
18007001,1.683333333,
18007001,,
18007002,13.3,
18007003,,
18007004,17.86666667,
18007005,18.31666667,
18007006,22.58333333,
18007006,7.633333333,
18007006,,
18007007,17.96666667,
18007008,3.366666667,
18007008,10.28333333,
18007008,1.316666667,
18007008,,
18007008,,
18007009,4.633333333,
18007009,,
18007009,,
18007009,5.116666667,
18007010,9.633333333,
